dba,name_syntax_normalized,name_normalized,detected_known_brands,brand_candidates,is_reviewed_co_brand,has_separator,location_count
THE ROXY HOTEL / THE DJANGO / PAUL'S COCKTAIL LOUNGE,THE ROXY HOTEL THE DJANGO PAULS COCKTAIL LOUNGE,THE ROXY HOTEL THE DJANGO PAULS COCKTAIL LOUNGE,,THE ROXY HOTEL THE DJANGO PAULS COCKTAIL LOUNGE,False,True,1
THE SECOND CITY / THE BRENTWOOD,THE SECOND CITY THE BRENTWOOD,THE SECOND CITY THE BRENTWOOD,,THE SECOND CITY THE BRENTWOOD,False,True,1
THE SPOTTED DOG / CULTURE IN A BOWL,THE SPOTTED DOG CULTURE IN A BOWL,THE SPOTTED DOG CULTURE IN A BOWL,,THE SPOTTED DOG CULTURE IN A BOWL,False,True,1
THE SQUARE/ CLUB 5X,THE SQUARE CLUB 5X,THE SQUARE CLUB 5X,,THE SQUARE CLUB 5X,False,True,1
THE STANDARD BIERGARTEN / THE STANDARD GRILL / THE STANDARD SODA SHOP,THE STANDARD BIERGARTEN THE STANDARD GRILL THE STANDARD SODA SHOP,THE STANDARD BIERGARTEN THE STANDARD GRILL THE STANDARD SODA SHOP,,THE STANDARD BIERGARTEN THE STANDARD GRILL THE STANDARD SODA SHOP,False,True,1
THE SWALLOW CAFE & ESPRESSO BAR,THE SWALLOW CAFE AND ESPRESSO BAR,THE SWALLOW CAFE AND ESPRESSO BAR,,THE SWALLOW CAFE AND ESPRESSO BAR,False,True,1
THE TERRACE / PARADISE CLUB / LOBBY BAR,THE TERRACE PARADISE CLUB LOBBY BAR,THE TERRACE PARADISE CLUB LOBBY BAR,,THE TERRACE PARADISE CLUB LOBBY BAR,False,True,1
THE TUCK ROOM / IPIC THEATERS,THE TUCK ROOM IPIC THEATERS,THE TUCK ROOM IPIC THEATERS,,THE TUCK ROOM IPIC THEATERS,False,True,1
THE TYGER / SOUTH SOHO BAR,THE TYGER SOUTH SOHO BAR,THE TYGER SOUTH SOHO BAR,,THE TYGER SOUTH SOHO BAR,False,True,1
THE U BAR AND GRILL,THE U BAR AND GRILL,THE U BAR AND GRILL,,THE U BAR AND GRILL,False,True,1
THE UP & UP,THE UP AND UP,THE UP AND UP,,THE UP AND UP,False,True,1
THE WOODS / DOMINGO'S,THE WOODS DOMINGOS,THE WOODS DOMINGOS,,THE WOODS DOMINGOS,False,True,1
THICK & THIN,THICK AND THIN,THICK AND THIN,,THICK AND THIN,False,True,1
THREE BROTHERS PIZZERIA & RESTAURANT,THREE BROTHERS PIZZERIA AND RESTAURANT,THREE BROTHERS PIZZERIA AND RESTAURANT,,THREE BROTHERS PIZZERIA AND RESTAURANT,False,True,1
THREES BREWING / NINTH STREET ESPRESSO,THREES BREWING NINTH STREET ESPRESSO,THREES BREWING NINTH STREET ESPRESSO,,THREES BREWING NINTH STREET ESPRESSO,False,True,1
TIAN FU B.B.Q. Restaurant/GUOQUON 1,TIAN FU B B Q RESTAURANT GUOQUON 1,TIAN FU B B Q RESTAURANT GUOQUON 1,,TIAN FU B B Q RESTAURANT GUOQUON 1,False,True,1
TICK TOCK DINER/ BUTCHER AND THE BANKER,TICK TOCK DINER BUTCHER AND THE BANKER,TICK TOCK DINER BUTCHER AND THE BANKER,,TICK TOCK DINER BUTCHER AND THE BANKER,False,True,1
"TIDAL GUYS, INC",TIDAL GUYS,TIDAL GUYS,,TIDAL GUYS,False,True,1
TIFFANY AND CO. (EMPLOYEE CAFETERIA),TIFFANY AND CO EMPLOYEE CAFETERIA,TIFFANY AND CO EMPLOYEE CAFETERIA,,TIFFANY AND CO EMPLOYEE CAFETERIA,False,True,1
TIGRE'S PIZZA & RESTAURANT,TIGRES PIZZA AND RESTAURANT,TIGRES PIZZA AND RESTAURANT,,TIGRES PIZZA AND RESTAURANT,False,True,1
TIME AND TIDE,TIME AND TIDE,TIME AND TIDE,,TIME AND TIDE,False,True,1
TIMES DELI & CAFE,TIMES DELI AND CAFE,TIMES DELI AND CAFE,,TIMES DELI AND CAFE,False,True,1
TIMES SQUARE DINER & GRILL,TIMES SQUARE DINER AND GRILL,TIMES SQUARE DINER AND GRILL,,TIMES SQUARE DINER AND GRILL,False,True,1
TIN MARIN RESTAURANT & LOUNGE,TIN MARIN RESTAURANT AND LOUNGE,TIN MARIN RESTAURANT AND LOUNGE,,TIN MARIN RESTAURANT AND LOUNGE,False,True,1
TINTO TAPAS RESTAURANT & WINE BAR,TINTO TAPAS RESTAURANT AND WINE BAR,TINTO TAPAS RESTAURANT AND WINE BAR,,TINTO TAPAS RESTAURANT AND WINE BAR,False,True,1
TINY TAPAS & BITES,TINY TAPAS AND BITES,TINY TAPAS AND BITES,,TINY TAPAS AND BITES,False,True,1
TINY'S & THE BAR UPSTAIRS,TINYS AND THE BAR UPSTAIRS,TINYS AND THE BAR UPSTAIRS,,TINYS AND THE BAR UPSTAIRS,False,True,1
TIPSY BAR & LOUNGE,TIPSY BAR AND LOUNGE,TIPSY BAR AND LOUNGE,,TIPSY BAR AND LOUNGE,False,True,1
TOAST & ROAST,TOAST AND ROAST,TOAST AND ROAST,,TOAST AND ROAST,False,True,1
TOASTIES / HUMBOWL,TOASTIES HUMBOWL,TOASTIES HUMBOWL,,TOASTIES HUMBOWL,False,True,1
TODOSANTOS CAFE & GRILL,TODOSANTOS CAFE AND GRILL,TODOSANTOS CAFE AND GRILL,,TODOSANTOS CAFE AND GRILL,False,True,1
TOKUYAMATCHA & ONIGIRAZU BAR,TOKUYAMATCHA AND ONIGIRAZU BAR,TOKUYAMATCHA AND ONIGIRAZU BAR,,TOKUYAMATCHA AND ONIGIRAZU BAR,False,True,1
TOKUYAMATCHA & ONIGIRAZU BAR NYC,TOKUYAMATCHA AND ONIGIRAZU BAR NYC,TOKUYAMATCHA AND ONIGIRAZU BAR NYC,,TOKUYAMATCHA AND ONIGIRAZU BAR NYC,False,True,1
TOKYO HIBACHI STEAK HOUSE & SUSHI,TOKYO HIBACHI STEAK HOUSE AND SUSHI,TOKYO HIBACHI STEAK HOUSE AND SUSHI,,TOKYO HIBACHI STEAK HOUSE AND SUSHI,False,True,1
TOM & JERRY'S,TOM AND JERRYS,TOM AND JERRYS,,TOM AND JERRYS,False,True,1
TOM & JOAN'S,TOM AND JOANS,TOM AND JOANS,,TOM AND JOANS,False,True,1
TOMMY BAHAMA RESTAURANT & BAR,TOMMY BAHAMA RESTAURANT AND BAR,TOMMY BAHAMA RESTAURANT AND BAR,,TOMMY BAHAMA RESTAURANT AND BAR,False,True,1
TOMMY'S BAR & BURGER,TOMMYS BAR AND BURGER,TOMMYS BAR AND BURGER,,TOMMYS BAR AND BURGER,False,True,1
TOMMY'S PIZZA & RESTAURANT,TOMMYS PIZZA AND RESTAURANT,TOMMYS PIZZA AND RESTAURANT,,TOMMYS PIZZA AND RESTAURANT,False,True,1
TOMMY'S TAVERN & TAP,TOMMYS TAVERN AND TAP,TOMMYS TAVERN AND TAP,,TOMMYS TAVERN AND TAP,False,True,1
TONE AUTHENTIC GEORGIAN BAKERY & CUISINE,TONE AUTHENTIC GEORGIAN BAKERY AND CUISINE,TONE AUTHENTIC GEORGIAN BAKERY AND CUISINE,,TONE AUTHENTIC GEORGIAN BAKERY AND CUISINE,False,True,1
TONY & TINA'S PIZZA,TONY AND TINAS PIZZA,TONY AND TINAS PIZZA,,TONY AND TINAS PIZZA,False,True,1
"TONY'S PIZZA, JERK CHICKEN AND FISH",TONYS PIZZA JERK CHICKEN AND FISH,TONYS PIZZA JERK CHICKEN AND FISH,,TONYS PIZZA JERK CHICKEN AND FISH,False,True,1
TONY’S BY JOE & JOHN’S,TONYS BY JOE AND JOHNS,TONYS BY JOE AND JOHNS,,TONYS BY JOE AND JOHNS,False,True,1
TOOT CAFE & JUICE BAR,TOOT CAFE AND JUICE BAR,TOOT CAFE AND JUICE BAR,,TOOT CAFE AND JUICE BAR,False,True,1
TOOTLES & FRENCH,TOOTLES AND FRENCH,TOOTLES AND FRENCH,,TOOTLES AND FRENCH,False,True,1
TOPAZE RESTAURANT & JERK CHICKEN,TOPAZE RESTAURANT AND JERK CHICKEN,TOPAZE RESTAURANT AND JERK CHICKEN,,TOPAZE RESTAURANT AND JERK CHICKEN,False,True,1
TORINO PIZZA & PASTA,TORINO PIZZA AND PASTA,TORINO PIZZA AND PASTA,,TORINO PIZZA AND PASTA,False,True,1
TORINO'S PIZZA AND PASTA,TORINOS PIZZA AND PASTA,TORINOS PIZZA AND PASTA,,TORINOS PIZZA AND PASTA,False,True,1
TORTILLERIA GUADALUPE & TAQUERIA,TORTILLERIA GUADALUPE AND TAQUERIA,TORTILLERIA GUADALUPE AND TAQUERIA,,TORTILLERIA GUADALUPE AND TAQUERIA,False,True,1
TORTOISE & HARE,TORTOISE AND HARE,TORTOISE AND HARE,,TORTOISE AND HARE,False,True,1
TOST & GRILL,TOST AND GRILL,TOST AND GRILL,,TOST AND GRILL,False,True,1
TOTOLIN ROTISSERIE CHICKEN / KAFE,TOTOLIN ROTISSERIE CHICKEN KAFE,TOTOLIN ROTISSERIE CHICKEN KAFE,,TOTOLIN ROTISSERIE CHICKEN KAFE,False,True,1
TOURMALINE / MY KITCHEN,TOURMALINE MY KITCHEN,TOURMALINE MY KITCHEN,,TOURMALINE MY KITCHEN,False,True,1
TOWN DELI & CONVENIENCE INCORPORATED,TOWN DELI AND CONVENIENCE,TOWN DELI AND CONVENIENCE,,TOWN DELI AND CONVENIENCE,False,True,1
TOWNE DELI & PIZZA,TOWNE DELI AND PIZZA,TOWNE DELI AND PIZZA,,TOWNE DELI AND PIZZA,False,True,1
TOWNHOUSE 275/ OISHI NYC,TOWNHOUSE 275 OISHI NYC,TOWNHOUSE 275 OISHI NYC,,TOWNHOUSE 275 OISHI NYC,False,True,1
TRACKS RAW BAR & GRILL,TRACKS RAW BAR AND GRILL,TRACKS RAW BAR AND GRILL,,TRACKS RAW BAR AND GRILL,False,True,1
TRACKSIDE BAR&GRILL,TRACKSIDE BAR AND GRILL,TRACKSIDE BAR AND GRILL,,TRACKSIDE BAR AND GRILL,False,True,1
TRAVELERS POETS & FRIENDS,TRAVELERS POETS AND FRIENDS,TRAVELERS POETS AND FRIENDS,,TRAVELERS POETS AND FRIENDS,False,True,1
TREADWELL PARK / BLACK HOUND,TREADWELL PARK BLACK HOUND,TREADWELL PARK BLACK HOUND,,TREADWELL PARK BLACK HOUND,False,True,1
"TREAT YOURSELF JERK, LLC",TREAT YOURSELF JERK,TREAT YOURSELF JERK,,TREAT YOURSELF JERK,False,True,1
"TRES EMPANADAS NYC, LLC",TRES EMPANADAS NYC,TRES EMPANADAS NYC,,TRES EMPANADAS NYC,False,True,1
TRINCITI ROTI SHOP & RESTAURANT,TRINCITI ROTI SHOP AND RESTAURANT,TRINCITI ROTI SHOP AND RESTAURANT,,TRINCITI ROTI SHOP AND RESTAURANT,False,True,1
TRINI KITCHEN SEAFOOD & GRILL,TRINI KITCHEN SEAFOOD AND GRILL,TRINI KITCHEN SEAFOOD AND GRILL,,TRINI KITCHEN SEAFOOD AND GRILL,False,True,1
TRINI/ISLAND BURGER,TRINI ISLAND BURGER,TRINI ISLAND BURGER,,TRINI ISLAND BURGER,False,True,1
TRINIJAM BK ROTI BAR & GRILL,TRINIJAM BK ROTI BAR AND GRILL,TRINIJAM BK ROTI BAR AND GRILL,,TRINIJAM BK ROTI BAR AND GRILL,False,True,1
TRINITY PLACE BAR & RESTAURANT,TRINITY PLACE BAR AND RESTAURANT,TRINITY PLACE BAR AND RESTAURANT,,TRINITY PLACE BAR AND RESTAURANT,False,True,1
TRIPLE Z'S BAR & LOUNGE,TRIPLE ZS BAR AND LOUNGE,TRIPLE ZS BAR AND LOUNGE,,TRIPLE ZS BAR AND LOUNGE,False,True,1
TRIPOLI / SWALLOW CAFE,TRIPOLI SWALLOW CAFE,TRIPOLI SWALLOW CAFE,,TRIPOLI SWALLOW CAFE,False,True,1
TROPIC DELI & GRILL,TROPIC DELI AND GRILL,TROPIC DELI AND GRILL,,TROPIC DELI AND GRILL,False,True,1
TROPICAL ISLE ROTI SHOP & BAKERY,TROPICAL ISLE ROTI SHOP AND BAKERY,TROPICAL ISLE ROTI SHOP AND BAKERY,,TROPICAL ISLE ROTI SHOP AND BAKERY,False,True,1
TROPICAL RESTAURANT/GO NATURAL,TROPICAL RESTAURANT GO NATURAL,TROPICAL RESTAURANT GO NATURAL,,TROPICAL RESTAURANT GO NATURAL,False,True,1
TROPICAL TASTE BAKERY AND RESTAURANT,TROPICAL TASTE BAKERY AND RESTAURANT,TROPICAL TASTE BAKERY AND RESTAURANT,,TROPICAL TASTE BAKERY AND RESTAURANT,False,True,1
TROPICAL TASTE RESTAURANT & BAKERY,TROPICAL TASTE RESTAURANT AND BAKERY,TROPICAL TASTE RESTAURANT AND BAKERY,,TROPICAL TASTE RESTAURANT AND BAKERY,False,True,1
TROPICAL TASTE RESTAURANT AND BAKERY,TROPICAL TASTE RESTAURANT AND BAKERY,TROPICAL TASTE RESTAURANT AND BAKERY,,TROPICAL TASTE RESTAURANT AND BAKERY,False,True,1
TROPIX BAR & LOUNGE,TROPIX BAR AND LOUNGE,TROPIX BAR AND LOUNGE,,TROPIX BAR AND LOUNGE,False,True,1
TROVE WINE BAR / BRIX HAUS BROOKLYN,TROVE WINE BAR BRIX HAUS BROOKLYN,TROVE WINE BAR BRIX HAUS BROOKLYN,,TROVE WINE BAR BRIX HAUS BROOKLYN,False,True,1
TROYKA / DA MIKELLE PALACE / MIKELLE CORNER,TROYKA DA MIKELLE PALACE MIKELLE CORNER,TROYKA DA MIKELLE PALACE MIKELLE CORNER,,TROYKA DA MIKELLE PALACE MIKELLE CORNER,False,True,1
TRUFFLE & CO.,TRUFFLE AND CO,TRUFFLE AND CO,,TRUFFLE AND CO,False,True,1
TRUMP CAFE & GRILL,TRUMP CAFE AND GRILL,TRUMP CAFE AND GRILL,,TRUMP CAFE AND GRILL,False,True,1
TRUTH RESTAURANT AND LOUNGE,TRUTH RESTAURANT AND LOUNGE,TRUTH RESTAURANT AND LOUNGE,,TRUTH RESTAURANT AND LOUNGE,False,True,1
TRUVA CAFE & GRILL,TRUVA CAFE AND GRILL,TRUVA CAFE AND GRILL,,TRUVA CAFE AND GRILL,False,True,1
"TS DEV MPD II, LLC",TS DEV MPD II,TS DEV MPD II,,TS DEV MPD II,False,True,1
TSAOCAA / BBQ CHICKEN,TSAOCAA BBQ CHICKEN,TSAOCAA BBQ CHICKEN,,TSAOCAA BBQ CHICKEN,False,True,1
TSION CAFE & BAKERY,TSION CAFE AND BAKERY,TSION CAFE AND BAKERY,,TSION CAFE AND BAKERY,False,True,1
TULIPS AND SIPS,TULIPS AND SIPS,TULIPS AND SIPS,,TULIPS AND SIPS,False,True,1
"TUNG KONG RESTAURANT, INC.",TUNG KONG RESTAURANT,TUNG KONG RESTAURANT,,TUNG KONG RESTAURANT,False,True,1
TURKS & FROGS,TURKS AND FROGS,TURKS AND FROGS,,TURKS AND FROGS,False,True,1
TURNTABLE CHICKEN & ROCK,TURNTABLE CHICKEN AND ROCK,TURNTABLE CHICKEN AND ROCK,,TURNTABLE CHICKEN AND ROCK,False,True,1
TUTI LOUNGE & BAR / ONE ONE FOUR / BALCON ROOFTOP,TUTI LOUNGE AND BAR ONE ONE FOUR BALCON ROOFTOP,TUTI LOUNGE AND BAR ONE ONE FOUR BALCON ROOFTOP,,TUTI LOUNGE AND BAR ONE ONE FOUR BALCON ROOFTOP,False,True,1
TUTTO CALCIO ESPRESSO BAR / GIOVANNA'S KITCHEN,TUTTO CALCIO ESPRESSO BAR GIOVANNAS KITCHEN,TUTTO CALCIO ESPRESSO BAR GIOVANNAS KITCHEN,,TUTTO CALCIO ESPRESSO BAR GIOVANNAS KITCHEN,False,True,1
TWA HOTEL-SUNKEN LOUNGE / CONNIE - Terminal 5,TWA HOTEL SUNKEN LOUNGE CONNIE TERMINAL 5,TWA HOTEL SUNKEN LOUNGE CONNIE TERMINAL 5,,TWA HOTEL SUNKEN LOUNGE CONNIE TERMINAL 5,False,True,1
TWIST BAR & LOUNGE,TWIST BAR AND LOUNGE,TWIST BAR AND LOUNGE,,TWIST BAR AND LOUNGE,False,True,1
TWISTED KNOT CAFE & LOUNGE,TWISTED KNOT CAFE AND LOUNGE,TWISTED KNOT CAFE AND LOUNGE,,TWISTED KNOT CAFE AND LOUNGE,False,True,1
TWO BROTHERS FISH & CHIPS,TWO BROTHERS FISH AND CHIPS,TWO BROTHERS FISH AND CHIPS,,TWO BROTHERS FISH AND CHIPS,False,True,1
TWO IN ONE AMERICAN AND MEXICAN FOOD,TWO IN ONE AMERICAN AND MEXICAN FOOD,TWO IN ONE AMERICAN AND MEXICAN FOOD,,TWO IN ONE AMERICAN AND MEXICAN FOOD,False,True,1
TWO8TWO BAR & BURGER,TWO8TWO BAR AND BURGER,TWO8TWO BAR AND BURGER,,TWO8TWO BAR AND BURGER,False,True,1
Teriyaki One Japanese Grill (Teriyaki & Sushi),TERIYAKI ONE JAPANESE GRILL TERIYAKI AND SUSHI,TERIYAKI ONE JAPANESE GRILL TERIYAKI AND SUSHI,,TERIYAKI ONE JAPANESE GRILL TERIYAKI AND SUSHI,False,True,1
Texas Chicken and Burger,TEXAS CHICKEN AND BURGER,TEXAS CHICKEN AND BURGER,,TEXAS CHICKEN AND BURGER,False,True,1
The Ritz Bar and Lounge,THE RITZ BAR AND LOUNGE,THE RITZ BAR AND LOUNGE,,THE RITZ BAR AND LOUNGE,False,True,1
The Row Harlem juice bar and bowls,THE ROW HARLEM JUICE BAR AND BOWLS,THE ROW HARLEM JUICE BAR AND BOWLS,,THE ROW HARLEM JUICE BAR AND BOWLS,False,True,1
Tracks Raw Bar & Grill,TRACKS RAW BAR AND GRILL,TRACKS RAW BAR AND GRILL,,TRACKS RAW BAR AND GRILL,False,True,1
U & I RESTAURANT,U AND I RESTAURANT,U AND I RESTAURANT,,U AND I RESTAURANT,False,True,1
U BAR & RESTAURANT,U BAR AND RESTAURANT,U BAR AND RESTAURANT,,U BAR AND RESTAURANT,False,True,1
UGLY DONUTS & CORN DOGS,UGLY DONUTS AND CORN DOGS,UGLY DONUTS AND CORN DOGS,,UGLY DONUTS AND CORN DOGS,False,True,1
UGLY DONUTS & CORN DOGS CAFE,UGLY DONUTS AND CORN DOGS CAFE,UGLY DONUTS AND CORN DOGS CAFE,,UGLY DONUTS AND CORN DOGS CAFE,False,True,1
UHC ADULT DAY PROGRAM AND TRANSPORTATION SERVICES,UHC ADULT DAY PROGRAM AND TRANSPORTATION SERVICES,UHC ADULT DAY PROGRAM AND TRANSPORTATION SERVICES,,UHC ADULT DAY PROGRAM AND TRANSPORTATION SERVICES,False,True,1
UMAMI ASIAN WOK AND NOODLE,UMAMI ASIAN WOK AND NOODLE,UMAMI ASIAN WOK AND NOODLE,,UMAMI ASIAN WOK AND NOODLE,False,True,1
UMI HOTPOT SUSHI & SEAFOOD BUFFET,UMI HOTPOT SUSHI AND SEAFOOD BUFFET,UMI HOTPOT SUSHI AND SEAFOOD BUFFET,,UMI HOTPOT SUSHI AND SEAFOOD BUFFET,False,True,2
UMI POKE & WOK,UMI POKE AND WOK,UMI POKE AND WOK,,UMI POKE AND WOK,False,True,1
UMI SUSHI & SEAFOOD BUFFET,UMI SUSHI AND SEAFOOD BUFFET,UMI SUSHI AND SEAFOOD BUFFET,,UMI SUSHI AND SEAFOOD BUFFET,False,True,1
UMI SUSHI BAR & TERIYAKI GRILL,UMI SUSHI BAR AND TERIYAKI GRILL,UMI SUSHI BAR AND TERIYAKI GRILL,,UMI SUSHI BAR AND TERIYAKI GRILL,False,True,1
UNCLE LOUIE G’S ITALIAN ICES & ICE CREAM,UNCLE LOUIE GS ITALIAN ICES AND ICE CREAM,UNCLE LOUIE GS ITALIAN ICES AND ICE CREAM,,UNCLE LOUIE GS ITALIAN ICES AND ICE CREAM,False,True,1
UNCLE ROGERS BAR/LACEY BURGER,UNCLE ROGERS BAR LACEY BURGER,UNCLE ROGERS BAR LACEY BURGER,,UNCLE ROGERS BAR LACEY BURGER,False,True,1
UNCLE SAL'S BURGERS AND WINGS/UNCLE LOUIE G ITALIAN ICES AND ICE CREAM,UNCLE SALS BURGERS AND WINGS UNCLE LOUIE G ITALIAN ICES AND ICE CREAM,UNCLE SALS BURGERS AND WINGS UNCLE LOUIE G ITALIAN ICES AND ICE CREAM,,UNCLE SALS BURGERS AND WINGS UNCLE LOUIE G ITALIAN ICES AND ICE CREAM,False,True,1
UNCUTT BAR & RESTAURANT,UNCUTT BAR AND RESTAURANT,UNCUTT BAR AND RESTAURANT,,UNCUTT BAR AND RESTAURANT,False,True,1
UNDERHILL CAFE AND GRILL,UNDERHILL CAFE AND GRILL,UNDERHILL CAFE AND GRILL,,UNDERHILL CAFE AND GRILL,False,True,1
"UNICARE ADULT DAYCARE, INC.",UNICARE ADULT DAYCARE,UNICARE ADULT DAYCARE,,UNICARE ADULT DAYCARE,False,True,1
UNION BISTRO STEAKHOUSE AND SUSHI,UNION BISTRO STEAKHOUSE AND SUSHI,UNION BISTRO STEAKHOUSE AND SUSHI,,UNION BISTRO STEAKHOUSE AND SUSHI,False,True,1
UNION SQUARE CAFE/ DAILY PROVISIONS,UNION SQUARE CAFE DAILY PROVISIONS,UNION SQUARE CAFE DAILY PROVISIONS,,UNION SQUARE CAFE DAILY PROVISIONS,False,True,1
UNION SQUARE SPORTS & ENTERTAINMENT AT THEATRE FOR A NEW AUDIENCE,UNION SQUARE SPORTS AND ENTERTAINMENT AT THEATRE FOR A NEW AUDIENCE,UNION SQUARE SPORTS AND ENTERTAINMENT AT THEATRE FOR A NEW AUDIENCE,,UNION SQUARE SPORTS AND ENTERTAINMENT AT THEATRE FOR A NEW AUDIENCE,False,True,1
UNIQUE CREPES & DELI,UNIQUE CREPES AND DELI,UNIQUE CREPES AND DELI,,UNIQUE CREPES AND DELI,False,True,1
UNITED BAR & RESTAURANT CORPORATION,UNITED BAR AND RESTAURANT,UNITED BAR AND RESTAURANT,,UNITED BAR AND RESTAURANT,False,True,1
UNITED GROCERY & DELI,UNITED GROCERY AND DELI,UNITED GROCERY AND DELI,,UNITED GROCERY AND DELI,False,True,1
UNO CAFE & BILLIARDS,UNO CAFE AND BILLIARDS,UNO CAFE AND BILLIARDS,,UNO CAFE AND BILLIARDS,False,True,1
UPCAKE SUPPLIES AND TREAT SHOP,UPCAKE SUPPLIES AND TREAT SHOP,UPCAKE SUPPLIES AND TREAT SHOP,,UPCAKE SUPPLIES AND TREAT SHOP,False,True,1
UPSIDE PIZZA/SOFTSIDE,UPSIDE PIZZA SOFTSIDE,UPSIDE PIZZA SOFTSIDE,,UPSIDE PIZZA SOFTSIDE,False,True,1
UPSTAIRS / BISTANGO,UPSTAIRS BISTANGO,UPSTAIRS BISTANGO,,UPSTAIRS BISTANGO,False,True,1
UPSTATE CRAFT BEER & OYSTER BAR,UPSTATE CRAFT BEER AND OYSTER BAR,UPSTATE CRAFT BEER AND OYSTER BAR,,UPSTATE CRAFT BEER AND OYSTER BAR,False,True,1
UPTOWN JUICE & VEG,UPTOWN JUICE AND VEG,UPTOWN JUICE AND VEG,,UPTOWN JUICE AND VEG,False,True,1
UPWELL/ GAIR,UPWELL GAIR,UPWELL GAIR,,UPWELL GAIR,False,True,1
URBAN COVE SOCIETY & KITCHEN,URBAN COVE SOCIETY AND KITCHEN,URBAN COVE SOCIETY AND KITCHEN,,URBAN COVE SOCIETY AND KITCHEN,False,True,1
URBANA CAFE & GALLERY,URBANA CAFE AND GALLERY,URBANA CAFE AND GALLERY,,URBANA CAFE AND GALLERY,False,True,1
URCHIN & PEARL,URCHIN AND PEARL,URCHIN AND PEARL,,URCHIN AND PEARL,False,True,1
US FRIED CHICKEN & PIZZA,US FRIED CHICKEN AND PIZZA,US FRIED CHICKEN AND PIZZA,,US FRIED CHICKEN AND PIZZA,False,True,1
"USE LI F&B MANAGEMENT, LLC",USE LI F AND B MANAGEMENT,USE LI F AND B MANAGEMENT,,USE LI F AND B MANAGEMENT,False,True,2
UT 47 KITCHEN & BAR,UT 47 KITCHEN AND BAR,UT 47 KITCHEN AND BAR,,UT 47 KITCHEN AND BAR,False,True,1
UTOPIA KITCHEN & LOUNGE,UTOPIA KITCHEN AND LOUNGE,UTOPIA KITCHEN AND LOUNGE,,UTOPIA KITCHEN AND LOUNGE,False,True,1
V & S PIZZERIA OF SHEAPSHEAD BAY,V AND S PIZZERIA OF SHEAPSHEAD BAY,V AND S PIZZERIA OF SHEAPSHEAD BAY,,V AND S PIZZERIA OF SHEAPSHEAD BAY,False,True,1
V & T PIZZERIA,V AND T PIZZERIA,V AND T PIZZERIA,,V AND T PIZZERIA,False,True,1
V3NOM CAFE & LOUNGE,V3NOM CAFE AND LOUNGE,V3NOM CAFE AND LOUNGE,,V3NOM CAFE AND LOUNGE,False,True,1
VACCARO'S PIZZERIA & TRATTORIA,VACCAROS PIZZERIA AND TRATTORIA,VACCAROS PIZZERIA AND TRATTORIA,,VACCAROS PIZZERIA AND TRATTORIA,False,True,1
VALENTINA'S BAKERY & COFFEE SHOP,VALENTINAS BAKERY AND COFFEE SHOP,VALENTINAS BAKERY AND COFFEE SHOP,,VALENTINAS BAKERY AND COFFEE SHOP,False,True,1
VAN DAM KITCHEN & CATERERS,VAN DAM KITCHEN AND CATERERS,VAN DAM KITCHEN AND CATERERS,,VAN DAM KITCHEN AND CATERERS,False,True,1
VAN WYCK BAR & BISTRO,VAN WYCK BAR AND BISTRO,VAN WYCK BAR AND BISTRO,,VAN WYCK BAR AND BISTRO,False,True,1
VANDERBILT BAR & GRILL,VANDERBILT BAR AND GRILL,VANDERBILT BAR AND GRILL,,VANDERBILT BAR AND GRILL,False,True,1
VANDERBUILT MARKET  - BARS & EATERIES / BELLO ANGELO,VANDERBUILT MARKET BARS AND EATERIES BELLO ANGELO,VANDERBUILT MARKET BARS AND EATERIES BELLO ANGELO,,VANDERBUILT MARKET BARS AND EATERIES BELLO ANGELO,False,True,1
VANESSA BAR & LOUNGE,VANESSA BAR AND LOUNGE,VANESSA BAR AND LOUNGE,,VANESSA BAR AND LOUNGE,False,True,1
VEGANO FISH MARKET & RESTAURANT,VEGANO FISH MARKET AND RESTAURANT,VEGANO FISH MARKET AND RESTAURANT,,VEGANO FISH MARKET AND RESTAURANT,False,True,1
VENCHI Chocolate & Gelato,VENCHI CHOCOLATE AND GELATO,VENCHI CHOCOLATE AND GELATO,,VENCHI CHOCOLATE AND GELATO,False,True,1
VERDE CAFE & LOUNGE,VERDE CAFE AND LOUNGE,VERDE CAFE AND LOUNGE,,VERDE CAFE AND LOUNGE,False,True,1
VERO & VIANEY INC.,VERO AND VIANEY,VERO AND VIANEY,,VERO AND VIANEY,False,True,1
VESTA TRATTORIA & WINE BAR,VESTA TRATTORIA AND WINE BAR,VESTA TRATTORIA AND WINE BAR,,VESTA TRATTORIA AND WINE BAR,False,True,1
VESUVIO RESTAURANT & PIZZA,VESUVIO RESTAURANT AND PIZZA,VESUVIO RESTAURANT AND PIZZA,,VESUVIO RESTAURANT AND PIZZA,False,True,1
VIBEZ DELI & CONVENIENCE,VIBEZ DELI AND CONVENIENCE,VIBEZ DELI AND CONVENIENCE,,VIBEZ DELI AND CONVENIENCE,False,True,1
VICKY'S FOOD & TREATS,VICKYS FOOD AND TREATS,VICKYS FOOD AND TREATS,,VICKYS FOOD AND TREATS,False,True,1
VICTOR'S BAKERY & COFFEE SHOP,VICTORS BAKERY AND COFFEE SHOP,VICTORS BAKERY AND COFFEE SHOP,,VICTORS BAKERY AND COFFEE SHOP,False,True,1
